Tittle,Description,availability,Brand,cat1,cat2,cat3,cat4, price,Image,url
Avalon Cold Roll On Pain Relief - 59ml,Avalon Cold Roll On Pain Relief - 59ml Cold Sensation Muscle & Joint Pain Quick Relief Roll On Ball Tip Hands Free Application,in stock,Avalon Pharma,personal care,body care,,,11.65,Avalon Cold Roll On Pain Relief - 59ml.png,https://draljamal.com/nXnPVe
,,,,,,,,,,
Avalon Foot Cream - 90 ml,"Avalon Foot Cream - 90ml Avalon Foot Cream, with its unique formula, maintains the daily hydration that the skin needs. It is a moisturizer that nourishes the skin and works to regenerate and protect the barrier...",in stock,Avalon Pharma,skin care,refreshment,,,30.09,Avalon Foot Cream - 90 ml.png,https://draljamal.com/vBvyEP
,,,,,,,,,,
Avalon Active Cold Spray - 118 ml,"Product Description: Avalon Active Spray helps relieve muscle and joint pain, and the spray is characterized by its ability to easily cover large areas such as the muscles of the forearm and...",in stock,Avalon Pharma,personal care,Hand and feet care,,,20.24,Avalon Active Cold Spray - 118 ml.png,https://draljamal.com/QROxgD
,,,,,,,,,,
Avalon Very Dry Skin Cream - 90 ml,Avalon Care Cream for very dry skin that protects and relieves cracks and roughness caused by dryness A moisturizing cream that prevents damage caused by dryness Enriched with...,in stock,Avalon Pharma,skin care,refreshment,,,21.12,Avalon Very Dry Skin Cream - 90 ml.png,https://draljamal.com/yXNbVG
,,,,,,,,,,
Falun Pharma Easy Care Moisturizing Lotion With Cocoa Butter Extract 200ml,"Valon Pharma Easy Care Cocoa Butter Moisturizing Lotion 200ml Description Avalon Pharma Cocoa Butter Moisturizing Lotion is formulated with the scent of Cocoa Butter to provide intense daily hydration for dry, flaky skin...",in stock,Avalon Pharma,skin care,Skin cleansing gel,,,17.97,Falun Pharma Easy Care Moisturizing Lotion With Cocoa Butter Extract 200ml.png,https://draljamal.com/rNEqxB
,,,,,,,,,,
Avalon Organics Therapy Anti-Dandruff Conditioner 397g,Avalon Organics Therapy Anti-Dandruff Conditioner 397g Deeply nourish hair while relieving dry scalp with Avalon Organics Anti-Dandruff Conditioner. Made of...,in stock,Avalon Pharma,hair care,balm,,,47.85,Avalon Organics Therapy Anti-Dandruff Conditioner 397g.png,https://draljamal.com/pRWXpw
,,,,,,,,,,
Avalon Avogen 2% Solution Spray 50 ml,Avogen 2% Spray for Hair Care 50 ml Avogen 2% is a topical solution that stimulates hair growth and prevents hair loss. Its formula provides an effective and safe way to treat hormonal alopecia in women...,in stock,Avalon Pharma,hair care,serum,,,33,Avalon Avogen 2% Solution Spray 50 ml.png,https://draljamal.com/lPnWpe
,,,,,,,,,,
Avogen Solution 5% Prevents Further Hair Loss 50 ml,Avogen 5% is a topical solution that stimulates hair growth and prevents hair loss. Its formula provides an effective and safe way to treat male hormonal alopecia: Directions for use: Dry the skin...,in stock,Avalon Pharma,hair care,hair cream,,,35,Avogen Solution 5% Prevents Further Hair Loss 50 ml.png,https://draljamal.com/VYjPQd
,,,,,,,,,,
An effective and natural anti-itch cream containing 1% hydrocortisone from Aveeno,"An effective natural anti-itch cream containing 1% hydrocortisone from Aveeno Key Features Fortified with a triple formula of oatmeal, aloe vera and vitamin E, it soothes...",in stock,Aveeno,skin care,face care,,,25.22,An effective and natural anti-itch cream containing 1% hydrocortisone from Aveeno.png,https://draljamal.com/KOXbBB
,,,,,,,,,,
Avene Cleansing Gel 200 ml,"Cleansing gel for oily or acne-prone skin. Regulates the secretion of sebum, does not cause dryness. Reduce the chances of acne relapses. Product Benefits: It cleanses...",out of stock,Avene,skin care,Skin cleansing gel,,,59.21,Avene Cleansing Gel 200 ml.png,https://draljamal.com/WnBRYr
,,,,,,,,,,
Avene Liquid Sunscreen SPF 50+ - 50 ml,"Sunscreen with a high protection factor for the face, suitable for all types of sensitive skin, has a matte texture, is water-resistant and light on the skin and does not leave white marks, protects from harmful sun rays and...",out of stock,Avene,women care,beauty products,,,104,Avene Liquid Sunscreen SPF 50+ - 50 ml.png,https://draljamal.com/pzWqqB
,,,,,,,,,,
Avene Thermal Mineral Water Spray - 50 ml,Avene Thermal Mineral Water Spray 300 Avene Thermal Mineral Water gives sensitive skin a pure and natural freshness soothing essential care.Your daily ally.The soothing water...,out of stock,Avene,women care,beauty products,,,24,Avene Thermal Mineral Water Spray - 50 ml.png,https://draljamal.com/yBoeZq
,,,,,,,,,,
Avene Trixera Nutrition Body & Face Wash Nourishing Fluid 500ml,A soap-free daily cleanser for face and body Restores the skin's natural barrier by replenishing lipids Helps moisturize and soothe skin Safe daily care for all family members...,out of stock,Avene,Bath products,Shower Gel,,,136,Avene Trixera Nutrition Body & Face Wash Nourishing Fluid 500ml.png,https://draljamal.com/lPnxOD
,,,,,,,,,,
Avene Trixera Nutrition Body and Face Lotion,"About the product: A light and nourishing formula that provides 48-hour hydration to nourish and protect dry, sensitive skin. Enriched with ceramides and essential fatty acids to soften and smooth the complexion. Fo...",out of stock,Avene,personal care,moisturizing lotion,,,143.22,Avene Trixera Nutrition Body and Face Lotion.png,https://draljamal.com/BvABKl
,,,,,,,,,,
Avene Cold Cream Sensitive Skin 100 ml,"Cold Cream's rich and moisturizing formula contains Avene Thermal Water, pure white beeswax and medical paraffin oil, to moisturize, nourish and protect the skin from the effects of drying due to...",out of stock,Avene,women care,beauty products,,,72.24,Avene Cold Cream Sensitive Skin 100 ml.png,https://draljamal.com/vzrewO
,,,,,,,,,,
"Aveeno, Eczema Relief Itch Relief Balm, 11 oz (312 g)",Description of Colloidal OatmealSkin Protective CreamNational Eczema Association AcceptanceDermatologist Recommended BrandSteroid FreeHypoallergenicNo FragranceFree...,out of stock,Avene,women care,beauty products,,,101,"Aveeno, Eczema Relief Itch Relief Balm, 11 oz (312 g).png",https://draljamal.com/qDbNrx
,,,,,,,,,,
"Aveeno . Baby Wash & Shampoo, Lightly Scented, 18 fl oz (532 ml)",Description Pediatrician and Dermatologist Recommended Natural Oat Extract Gently cleanses and nourishes baby's sensitive hair and skin Hypoallergenic or...,in stock,Avene,hair care,shampoo,,,52.59,"Aveeno . Baby Wash & Shampoo, Lightly Scented, 18 fl oz (532 ml).png",https://draljamal.com/jqnKpD
,,,,,,,,,,
"Avene Cream For Hand Care And Protection Against Dryness , 50 ml","Cold Cream's rich and moisturizing formula contains Avene Thermal Water, pure white beeswax and medical paraffin oil, to moisturize, nourish and protect the skin from the effects of drying due to...",in stock,Avene,women care,beauty products,,,60.76,"Avene Cream For Hand Care And Protection Against Dryness , 50 ml.png",https://draljamal.com/vzreyO
,,,,,,,,,,
Avene Xeracalm AD Cleansing and Moisturizing Oil 400ml,Avène XeraCalm AD Hydrating Oil Cleansing Oil 400ml Enriched with Avene Thermal Spring Water gently cleanses dry skin thanks to its gentle soap-free cleansing base and pH...,in stock,Avene,women care,beauty products,,,119,Avene Xeracalm AD Cleansing and Moisturizing Oil 400ml.png,https://draljamal.com/dyxGdz
,,,,,,,,,,
Avene hot spring water 300ml,"Product Description: Over 150 biological, pharmacological and clinical studies have demonstrated the soothing and soothing benefits of Thermal Spring Water. With each spray, the water is released pure...",in stock,Avene,women care,beauty products,,,65.8,Avene hot spring water 300ml.png,https://draljamal.com/RaoaWv
,,,,,,,,,,
Avene Cold Cream 100 ml,"Avene Cream with Cold Cream 100ml has soothing properties, which are combined with particularly pleasant cosmetic qualities (rich, creamy texture, slightly fragrant). It nourishes, moisturizes and protects the skin...",in stock,Avene,skin care,refreshment,,,65.8,Avene Cold Cream 100 ml.png,https://draljamal.com/ywmvBP
,,,,,,,,,,
Avene UV Moisturizing Cream - 40ml,"Avene Hydrance Light Uv Spf 30 40ml, is a lightweight hydrating face cream with SPF 30 sunscreen to hydrate normal to combination sensitive skin. Its refreshing texture...",in stock,Avene,skin care,Sun cream,,,98,Avene UV Moisturizing Cream - 40ml.png,https://draljamal.com/ZxzlwP
,,,,,,,,,,
Avene Cleanance Micellar Water 400 ml,"A product that smoothly removes impurities from the face and eyes, including make-up and waterproof make-up, and helps reduce excess oil on the face.Controls sebum secretions and purifies...",in stock,Avene,Make-up,makeup remover,,,93,Avene Cleanance Micellar Water 400 ml.png,https://draljamal.com/aBjmrv
,,,,,,,,,,
Avene Cleanance Cleansing Gel 400 ml,"Avène Cleanance Cleansing Gel is a gentle cleanser specially formulated for the daily care of oily and acne-prone skin. With Avene Thermal Spring Water, this...",in stock,Avene,skin care,Skin cleansing gel,,,87.85,Avene Cleanance Cleansing Gel 400 ml.png,https://draljamal.com/jbOvby
,,,,,,,,,,
Avene Cleansing Gel 200 ml,"Experience the ultimate cleanse with Avène Cleanance Cleansing Gel, a soap-free formula that uses naturally active spring water to cleanse and purify blemish-prone skin.&...",in stock,Avene,Bath products,Shower Gel,,,58.38,Avene Cleansing Gel 200 ml.png,https://draljamal.com/ywmmPy
,,,,,,,,,,
"Aveeno, Active Naturals, Hydrating Skin Repair Cream, Fragrance Free, 11 oz (311 g)",Description Intense MoistureHelps restore and maintain the moisture barrier of extremely dry skin Dermatologist recommended Therapeutic Triple Oat Formula Clinically Tested This cream provides...,in stock,Avene,women care,beauty products,,,60.85,"Aveeno, Active Naturals, Hydrating Skin Repair Cream, Fragrance Free, 11 oz (311 g).png",https://draljamal.com/jbwDng
,,,,,,,,,,
Avene Cleansing Gel 100 ml,Avene Cleansing Gel 100ml Avene Cleanance Cleansing Gel 100ml is a gel with a formula that respects sensitive skin and offers a group of active ingredients that provide triple benefits A cleanser that cleanses the skin...,in stock,Avene,skin care,Skin cleansing gel,,,42,Avene Cleansing Gel 100 ml.png,https://draljamal.com/GBlZWE
,,,,,,,,,,
"Ax Spray For Men Dark Temptation , 150 ml",Be prepared to give in to any temptation Get a sensual blend of sweetness and spice that will keep you on your toes A subtle and sweet fragrance with a hint of spice 24-hour anti-perspirant protection...,out of stock,AXE,deodorants,Spray deodorant,,,15,"Ax Spray For Men Dark Temptation , 150 ml.png",https://draljamal.com/VYjbbe
,,,,,,,,,,
"Ax Body Spray Deodorant For Men U , 150 ml","You have an advantage that you may not have an athletic body, or a Hollywood smile, or a million followers on Instagram, but you definitely have an advantage, so, rely on it to improve your appearance. Achieve your goal. Choose u characterized by...",out of stock,AXE,deodorants,Spray deodorant,,,9.3,"Ax Body Spray Deodorant For Men U , 150 ml.png",https://draljamal.com/BvAzzY
,,,,,,,,,,
"Ax Gold Temptation Deodorant 150ml, Spray",With X-Gold Temptation Body Spray for men.With delicate and wonderful fragrance for men and gold odor protection.A mixture of a wonderful fragrance consisting of green fruits and sweet notes...,out of stock,AXE,deodorants,Spray deodorant,,,7.61,"Ax Gold Temptation Deodorant 150ml, Spray.png",https://draljamal.com/PnyEGr
,,,,,,,,,,
Ax Excite Deodorant Spray 150 ml,"Shake well, then turn the cap on and spray directly on the armpit and body area. Freshness that lasts up to 48 hours How to use: Shake well, hold the bottle at a distance of 15 cm from the armpit and then...",out of stock,AXE,deodorants,Spray deodorant,,,7.7,Ax Excite Deodorant Spray 150 ml.png,https://draljamal.com/BvAzWB
,,,,,,,,,,
Ax Ice Chill deodorant spray for men 150ml,"You've had a hot, hard day at work, and you're going to meet someone. Not exactly a business meeting. It's an informal meeting, but the first impression is a must. Here he is. You wave to him, raise your hand...",out of stock,AXE,deodorants,Spray deodorant,,,7.6,Ax Ice Chill deodorant spray for men 150ml.png,https://draljamal.com/yBovOx
,,,,,,,,,,
Ax Body Spray - 150ml,"Ax Body Spray - 150ml Ax Africa Body Spray, Deodorant For Men, 150ml Get yourself out with Africa! The amazing new fragrance from the care brand increases...",out of stock,AXE,deodorants,Spray deodorant,,,7.53,Ax Body Spray - 150ml.png,https://draljamal.com/zdNDnd
,,,,,,,,,,
Ax Deodorant Spray Musk - 150ml,Ax Deodorant Spray Musk - 150ml Ax Deodorant Spray Musk 150ml A 48-hour protection With cooling your skin by 6 degrees Gives your look more attractive when you feel cold Keeps...,out of stock,AXE,deodorants,Spray deodorant,,,7.44,Ax Deodorant Spray Musk - 150ml.png,https://draljamal.com/xwZoyz
,,,,,,,,,,
"Ax Deodorant Body Spray for Men Black , 150 ml","In a noisy world, whisper stands out. Makes you hear above screaming. above eye catching. above drama. This is the power of exaggeration. It allows you to glide through the crowd without becoming a part of it. It is natural...",in stock,AXE,deodorants,Spray deodorant,,,7.58,"Ax Deodorant Body Spray for Men Black , 150 ml.png",https://draljamal.com/dmzvvw
,,,,,,,,,,
Ax anarchy deodorant spray for men 150ml,Key Features Provides all-day protection from sweat and body odor Gives you a lasting feeling of freshness Leaves you smelling fresh all day Absorbs odors and moisture,in stock,AXE,women care,deodorants,,,7.7,Ax anarchy deodorant spray for men 150ml.png,https://draljamal.com/XYGzNb
,,,,,,,,,,
Ax Dark Temptation Fresh Body Spray - 150ml,Ax Dark Temptation Fresh Body Spray - 150ml 48h Deodorant Fresh Long Lasting Fragrance,in stock,AXE,deodorants,Spray deodorant,,,7.47,Ax Dark Temptation Fresh Body Spray - 150ml.png,https://draljamal.com/DejOwY
,,,,,,,,,,
"Axe deodorant body mist, musk, patchouli and fougere 150ml","Axe Musk, Patchouli & Fougere Deodorant Body Spray Simply shake, twist, and spray this body spray for 48 hours of irresistible freshness. This item contains...",in stock,AXE,deodorants,Spray deodorant,,,7.57,"Axe deodorant body mist, musk, patchouli and fougere 150ml.png",https://draljamal.com/Dmalab
,,,,,,,,,,
Axi Adrenaline Deodorant Body Spray 150 ml,"Axabh's Adrenaline Body Spray Deodorant Axe, Adrenaline, gives you a distinctly masculine fragrance and is specially formulated to keep you smelling better throughout...",in stock,AXE,deodorants,Spray deodorant,,,7.5,Axi Adrenaline Deodorant Body Spray 150 ml.png,https://draljamal.com/NdWKoX
,,,,,,,,,,
Beauty Formulas Vitamin C Whitening Face Serum 30 ml,"Vitamin C Brightening Facial Serum from Beauty Formulas.The Vitamin C Brightening line provides the face with extra shine and freshness, thanks to the fact that it contains a vitamin complex containing...",in stock,Beauty Formula ,skin care,refreshment,,,19.29,Beauty Formulas Vitamin C Whitening Face Serum 30 ml.png,https://draljamal.com/jDZYnz
,,,,,,,,,,
Beauty Formula Vitamin C Toner For Freshness 150 ml,Beauty Formula Beauty Formula Fresh Vitamin C Toner 150ml Beauty Formula Beauty Formula Vitamin C Facial Toner 150ml Gentle Refreshing Toner is a purifying blend of active emollients and...,in stock,Beauty Formula ,skin care,تونر,,,20,Beauty Formula Vitamin C Toner For Freshness 150 ml.png,https://draljamal.com/BaQoZV
,,,,,,,,,,
Beauty Formulas Moisturizing Foot Balm for Dry and Cracked Skin 75ml,"Beauty Formulas Moisturizing Foot Balm for Dry, Cracked Skin 75ml: Specially formulated with revitalizing properties of menthol and mint as well as urea to help reduce...",in stock,Beauty Formula ,skin care,refreshment,,,11.3,Beauty Formulas Moisturizing Foot Balm for Dry and Cracked Skin 75ml.png,https://draljamal.com/YBaANQ
